Ping: 23.823 ms
Download: 35.70 Mbit/s
Upload: 18.81 Mbit/s
Ping: 20.713 ms
Download: 36.33 Mbit/s
Upload: 21.00 Mbit/s
Ping: 21.626 ms
Download: 36.11 Mbit/s
Upload: 22.46 Mbit/s
Ping: 21.057 ms
Download: 35.10 Mbit/s
Upload: 22.01 Mbit/s
Ping: 21.277 ms
Download: 32.56 Mbit/s
Upload: 20.14 Mbit/s
Ping: 20.737 ms
Download: 35.43 Mbit/s
